DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,ALABAMA,0,0,0,139,75,10,2,12,0,0,0,238,,,,,,,,,,,,,0,0,0,139,75,10,2,12,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,75,10,2,12,0,0,0,238
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,27.85,6.65,0,0,0,0,0,0,34.5,,,,,,,,,,,,,0,0,0,27.85,6.65,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.85,6.65,0,0,0,0,0,0,34.5
03/01/22,2020,20210467,38743,189,"BBT ALATENN, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,16.41,5.96,0,0,0,0,0,0,22.37,,,,,,,,,,,,,0,0,0,16.41,5.96,0,0,0,0,0,0,22.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41,5.96,0,0,0,0,0,0,22.37
03/01/22,2020,20210433,38707,207,ALASKA PIPELINE CO,Natural Gas,INTRASTATE,ALASKA,0,0,0,0,98.806,107.783,120.153,10.294,7.57,42.76,0.265,387.631,,,,,,,,,,,,,0,0,0,0,98.806,107.783,120.153,10.294,7.57,42.76,0.265,387.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.806,107.783,120.153,10.294,7.57,42.76,0.265,387.631
03/01/22,2020,20210494,38773,270,"ALEXANDRIA MUNICIPLE GAS SYSTEM, CITY OF",Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,CONNECTICUT,0,0,0,157.56,141.48,3.68,15.26,41.13,5.17,22.77,0,387.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.56,141.48,3.68,15.26,41.13,5.17,22.77,0,387.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.56,141.48,3.68,15.26,41.13,5.17,22.77,0,387.05
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,MASSACHUSETTS,0,0,0,147.51,146.15,17.32,26.61,49.26,55.59,8.54,0,450.98,0,0,0,0,0,0,0,0,5.99,0,0,5.99,0,0,0,147.51,146.15,17.32,26.61,49.26,61.58,8.54,0,456.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.51,146.15,17.32,26.61,49.26,61.58,8.54,0,456.97
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW JERSEY,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,0,135.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,0,135.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.88,29.07,0.35,45.62,8.15,0.65,0.15,0,135.87
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,NEW YORK,0,0,0,19.28,42.1,0.01,0.23,0.85,5,19.99,0,87.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,42.1,0.01,0.23,0.85,5,19.99,0,87.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,42.1,0.01,0.23,0.85,5,19.99,0,87.46
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,OCS-Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,3.58,0,0,0,0,0,0,0,0,3.58,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,3.58
03/01/22,2020,20210710,39791,288,"ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)",Natural Gas,INTERSTATE,RHODE ISLAND,0,0,0,28.82,15.04,2.34,5.32,7.93,0.52,0.15,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82,15.04,2.34,5.32,7.93,0.52,0.15,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.82,15.04,2.34,5.32,7.93,0.52,0.15,0,60.12
03/01/22,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,KANSAS,0,0,0,0,0,0,0,0,1.72,0,0,1.72,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.72,0,0,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.72,0,0,1.72
03/01/22,2020,20210418,38689,383,AMARILLO NATURAL GAS INC,Natural Gas,INTRASTATE,TEXAS,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,0,14.23,,,,,,,,,,,,,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,0,14.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.256,1.05,0,0.114,2.21,0,0.6,0,14.23
03/01/22,2020,20210470,38746,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,7.53,9.97,0,23.56,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,6.06,7.53,9.97,0,23.56,0,0,0,0,0,0,0,6.06,7.53,9.97,0,23.56
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ARKANSAS,0,0,0,24.2,20.3,19.8,0.1,0,0,0,0,64.4,,,,,,,,,,,,,0,0,0,24.2,20.3,19.8,0.1,0,0,0,0,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,20.3,19.8,0.1,0,0,0,0,64.4
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,ILLINOIS,0,0,237.1,113.8,209.3,31.8,15.5,15.2,10.6,2.9,0,636.2,,,,,,,,,,,,,0,0,237.1,113.8,209.3,31.8,15.5,15.2,10.6,2.9,0,636.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.1,113.8,209.3,31.8,15.5,15.2,10.6,2.9,0,636.2
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,INDIANA,0,0,30.337,307.114,345.64,164.649,33.677,85.163,4.311,5.41,0,976.301,,,,,,,,,,,,,0,0,30.337,307.114,345.64,164.649,33.677,85.163,4.311,5.41,0,976.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.337,307.114,345.64,164.649,33.677,85.163,4.311,5.41,0,976.301
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,IOWA,0,0,200.559,145.629,222.317,5.829,1.484,19.338,3.863,2.539,0,601.558,,,,,,,,,,,,,0,0,200.559,145.629,222.317,5.829,1.484,19.338,3.863,2.539,0,601.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.559,145.629,222.317,5.829,1.484,19.338,3.863,2.539,0,601.558
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KANSAS,0,0,350.617,146,242.102,2.201,29.984,52.843,8.229,0.126,0,832.102,,,,,,,,,,,,,0,0,350.617,146,242.102,2.201,29.984,52.843,8.229,0.126,0,832.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.617,146,242.102,2.201,29.984,52.843,8.229,0.126,0,832.102
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,KENTUCKY,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,0,278.123,,,,,,,,,,,,,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,0,278.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.616,115.188,43.48,0.029,3.8,0.007,0.003,0,278.123
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,LOUISIANA,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,0,952.406,,,,,,,,,,,,,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,0,952.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.273,486.844,107.846,22.869,7.918,0.818,4.838,0,952.406
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0,0,167.611,261.815,392.765,288.803,111.913,76.834,9.117,2.6,0,1311.458,,,,,,,,,,,,,0,0,167.611,261.815,392.765,288.803,111.913,76.834,9.117,2.6,0,1311.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.611,261.815,392.765,288.803,111.913,76.834,9.117,2.6,0,1311.458
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,0,372.96,,,,,,,,,,,,,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,0,372.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.515,135.569,75.446,0.094,0.564,5.476,0.296,0,372.96
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0,0,94.39,78.644,72.516,5.092,0.243,20.373,0,0.951,0,272.209,,,,,,,,,,,,,0,0,94.39,78.644,72.516,5.092,0.243,20.373,0,0.951,0,272.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.39,78.644,72.516,5.092,0.243,20.373,0,0.951,0,272.209
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642,,,,,,,,,,,,,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,0,,95.837,77.577,84.123,6.73,45.805,4.204,2.032,0,316.308,,,,,,,,,,,,,0,0,,95.837,77.577,84.123,6.73,45.805,4.204,2.032,0,316.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.837,77.577,84.123,6.73,45.805,4.204,2.032,0,316.308
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,57.726,31.085,96.762,94.262,65.992,0,0.109,0.22,0,346.156,,,,,,,,,,,,,0,0,57.726,31.085,96.762,94.262,65.992,0,0.109,0.22,0,346.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.726,31.085,96.762,94.262,65.992,0,0.109,0.22,0,346.156
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,0,328.868,,,,,,,,,,,,,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,0,328.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.501,125.29,73.694,0,0.196,0,4.187,0,328.868
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062,,,,,,,,,,,,,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0,0,109.478,369.858,948.794,236.101,3.523,76.654,63.684,6.728,0,1814.82,,,,,,,,,,,,,0,0,109.478,369.858,948.794,236.101,3.523,76.654,63.684,6.728,0,1814.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.478,369.858,948.794,236.101,3.523,76.654,63.684,6.728,0,1814.82
03/01/22,2020,20210904,39212,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,2.882,0,0.048,0,2.93,,,,,,,,,,,,,0,0,0,0,0,0,0,2.882,0,0.048,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882,0,0.048,0,2.93
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
03/01/22,2020,20211210,39649,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,15.2,,15.2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,15.2,,15.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,15.2,,15.2
