DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTIUNKWN,PARTIPRE20,PARTI192029,PARTI193039,PARTI194049,PARTI195059,PARTI196069,PARTI197079,PARTI198089,PARTI199099,PARTI200009,PARTI201019,PARTI202029,PARTITOTAL
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,LOUISIANA,0,0,0,0,49.24,0,36.96,0,0,0,3.42,6.93,,96.55
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MISSISSIPPI,0,0,0,0,6.21,0,13.66,6.16,6.25,21.26,0.29,0.01,,53.84
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MONTANA,0,0,0,0,0,0,0,0,0,0,4.07,0,,4.07
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,0,0,0,12.52,39.1,60.17,18.24,2.45,0,16.78,14.99,24.03,,188.28
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,0,0,0,0,0,4.26,,4.26
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,0,0,6.48,11.83,102.73,133.14,26.49,91.96,17.28,13.72,115.19,163.04,,681.86
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,0.01,0,407.54,69.32,294.35,292.83,76.49,164.91,10.06,37.9,53.04,1427.22,,2833.67
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,0,0,0,0,0,0.26,0,72.28,0,0.01,0,0.01,,72.56
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,43.04,,43.04
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,9.15,,9.15
3/1/2022,2018,20190340,16763,300,"PLAINS PIPELINE, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0,3.72,0,0,0,0,0,0,0,0,,3.72
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,12.1,19.3,178.9,38.3,4.5,0.8,15.5,2.5,0.9,0,,272.8
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,0,9.8,5.6,150.8,78.4,1.9,1.8,3.8,2.1,3.1,0.6,,257.9
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,,0,0,121,0.1,0,0,0,0.1,0.1,0,,121.3
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0,,0,0,0,160.9,0.1,0.5,0.2,0.1,0.1,0.6,,162.5
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,0,,0,0,123.3,0.5,0.3,0.2,0.1,0.9,0.9,0,,126.2
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,,0,0,154.7,0.9,0.1,0.2,0.4,54.9,0.3,0,,211.5
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,COLORADO,,,,,,,,,,,,101.5,,101.5
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,TEXAS,0,0,0,,0,,0,0,0,0,0,60.45,,60.45
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,WYOMING,,,,,,,28.3,2,,,,,,30.3
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,COLORADO,,,,,,,,,,,,11.9,,11.9
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,TEXAS,,,,,,,,,,,,10.85,,10.85
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,UTAH,,,,,,,,,,,16.5,14.8,,31.3
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,WYOMING,,,,,,,,,2,2,,,,4
3/1/2022,2018,20190092,16486,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,,,,,,,,,,164.55,2.22,0.27,,167.04
3/1/2022,2018,20190580,17174,879,CHEMOIL TERMINALS CORP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,0,0,0.92,0,0,0,4.41,0.01,0,0.27,2.94,3.37,,11.92
3/1/2022,2018,20190281,16699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,0,0,0,0,0,0,0,,0,0,5.77,17.43,,23.2
3/1/2022,2018,20190282,16700,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",HVL,INTRASTATE,TEXAS,0,,0,0,0,0,26.7,1.26,1.05,0,0.03,0.13,,29.17
3/1/2022,2018,20190283,16701,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,,0,0,0,0,15,0.09,0.14,0.09,0.002,0.002,,15.324
3/1/2022,2018,20190297,16717,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,1.7,,,,,,,1.7
3/1/2022,2018,20190284,16702,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,,0,0,0,0,0,16,0,0,0,0,,16
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,0,0,0,0,0,0,29,65,0,0,0,0,,94
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,0,,0,0,0,0,0,66,38,19,32,16,,171
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,,,,,,,351,15,,1,3,47,,417
3/1/2022,2018,20190566,16997,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,,,,,,,49,,,27,,,,76
3/1/2022,2018,20190262,16679,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,0,0,0,0,0,0,0,4.6,12.7,0,17.1,0,,34.4
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,0,0,0,0,0,0,0,0,0,0.478,0,0.918,,1.396
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,0,0,0,,1.168,0,0,0,0,0,0,0,,1.168
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,0,0,0,0,0,0,0,0,0,,0,1.641,,1.641
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,0,7.926,,7.926
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,0.46,0,0,0,0,0,0,0,0,0,13.079,0,,13.539
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,0,0,0,0,0,0,1.011,0,0,0,0.61,0,,1.621
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0,0,0,0,0,0.928,0,0,0,0,0,0,,0.928
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,6.051,4.791,5.894,,16.736
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,0,0,0,0,0,0,69.543,9.103,1.745,2.96,7.189,0.107,,90.647
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,0,0,0,0,0,0,0,0,0,0,0,3.455,,3.455
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,0,0,2.555,255.749,20.88,518.372,165.181,44.799,8.581,16.722,3.593,3.653,,1040.085
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,0,29.249,44.786,88.128,168.156,165.195,378.825,10.946,0.695,8.875,36.684,1.054,,932.593
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,0,0,0,52.986,92.25,175.023,1.18,2.49,0.69,1.004,0.859,1.609,,328.091
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,0,0,0,0,97.62,0,0,0.64,0.475,0.517,24.992,0,,124.244
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,0,0,0,0,0.673,0,19.422,0,0.002,0.554,0.049,0.249,,20.949
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,0.661,0,0,0,0.104,148.826,174.571,45.033,8.312,8.417,4.381,2.609,,392.914
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,0,0,11.748,105.28,12.75,131.797,0.399,2.217,5.116,7.902,2.887,2.878,,282.974
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,0,0,0,0,0,54.049,24.479,58.338,0.099,0.361,1.17,10.518,,149.014
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,246.394,237.366,123.971,5.797,8.713,3.991,4.568,6.35,,637.15
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,0,0,0,0.821,166.171,129.38,506.137,222.763,28.998,4.198,19.569,8.702,,1086.739
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,0,0,0,0,244.541,569.883,218.443,44.688,2.69,12.039,30.362,1.157,,1123.803
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,0,0,0,0,0,0,1.959,0,0,0,0,0.021,,1.98
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0,0,0,0,0,0.073,0,0,0,0,0,0,,0.073
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0,0,0,0,0,0,0,0,0,0,0.234,0,,0.234
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,0,1.723,5.655,,7.378
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,,,,,,124,,,,,,98,,222
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,,,,,,214,,,,,,23,,237
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,12.27,0,0,0,0,0,0,153.82,0,0,0,0.02,,166.11
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,5.13,0,0,0,0,0,0,77.23,0.07,0,0,0.21,,82.64
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,,,,,,2.1,11.34,18.3,0,0,122,145,,298.74
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,,,,,,,130.39,,,254.91,1,0.59,,386.89
3/1/2022,2018,20190265,16682,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,0,0,0,0,0,0,3.95,86,1.66,112.24,1.27,0.55,,205.67
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,,,,,,22.232,,,,,,,,22.232
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,18.007,,,,,41.193,,0.015,,0.174,0.44,,,59.829
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,0.66,0,0,0,0,0,172.8,201.75,3.09,16.04,19.42,0.03,,413.79
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,0,0,0,0,0,0,4.22,0,0,0,0.03,0,,4.25
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,12.76,0,0,0,0,14.09,368.21,528.37,118,23.3,12.26,1.41,,1078.4
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,0,0,0,0,0,0,217.12,239.98,0,15.3,0.4,6.95,,479.75
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,16.13,0,0,17.36,0,0,204.03,0.28,68.48,1.26,0.64,0,,308.18
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,0.48,0,0,0,0,2.33,157.98,285.78,0,2.52,23.87,1.17,,474.13
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,2.59,0,0,0,0,4.9,141.17,0.07,2.03,1.79,4.54,12.6,,169.69
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,0,0,0,0,0,0.39,5.09,0,0,0.62,0.76,0.07,,6.93
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,15.98,0,0,0,0,0,373.43,250.52,17.81,3.2,42.5,4.04,,707.48
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,1.53,0,0,0,0,0,36.75,0,0,0,0.06,0.01,,38.35
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,8.99,0,0,0,0,0,179.71,145.56,0,33.21,9.53,0.04,,377.04
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,9.82,0,0,0,0,0,232.54,137.46,38.48,19.06,44.35,0.16,,481.87
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,12.46,0,0,0,0,9.73,121.27,112.92,0,10.31,0.15,0.03,,266.87
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,11.18,0,0,0,0,0,499.3,261.44,7.43,2.06,5.43,5.72,,792.56
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,0,0,0.82,0,0,0,0,0,0,0,0,,0.82
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,0,0,0,0,0,0,0,10.061,41.31,0.473,0.398,0.026,,52.268
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,0,0,0,0,0,0,1.109,2.983,14.224,0.119,0.272,0,,18.707
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,4.976,0,0.717,0,1.643,0.277,,7.613
3/1/2022,2018,20190025,16395,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,0,0,0,0,0,0,0,0,0,27.187,0.052,1.88,,29.119
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,0,0,0,0,0,0,0,0,10.8,0,0,0,,10.8
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,0,0,0,0,0,0,0,0,73.8,0,0,0,,73.8
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,,,,,,,,,44.4,,,,,44.4
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,,0,0,0,10.9,4.8,0,,0,0,0,0,,15.7
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,2.4,0,0,0,0,0,154.1,4.8,0,0.6,11.8,18.4,,192.1
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,38.2,0,0,0,0,2.7,,40.9
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,OCS-Gulf of Mexico,11.1,0,0,0,0,0,0,25.1,0,0,0,151.5,,187.7
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,UTAH,0,0,0,0,160.3,172.4,0,0,0,0,11.6,0.1,,344.4
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTRASTATE,CALIFORNIA,51.3,0,0,5.1,2.9,9.8,6.2,5.3,0,8,1.1,3.6,,93.3
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,LOUISIANA,,,,,,,0,18.3,,,,0.1,,18.4
3/1/2022,2018,20190366,16793,2731,CHEVRON PIPE LINE CO,HVL,INTRASTATE,TEXAS,0,56.5,0.2,0,0.5,176.6,226.6,140.2,129.7,140.8,54.4,139.1,,1064.6
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,52.7,0,0,1,49.5,7.2,117,63.8,2,13.4,10.2,3.1,,319.9
3/1/2022,2018,20190324,16747,2731,CHEVRON PIPE LINE CO,Refined and/or Petroleum Product (non-HVL),INTRASTATE,UTAH,0,2.7,0,0,0,0,0,0,0,0,0,0,,2.7
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTERSTATE,ALASKA,,,,,,,,,37.07,17.61,0.12,,,54.8
3/1/2022,2018,20190035,16410,2767,"HARVEST ALASKA, LLC",Crude Oil,INTRASTATE,ALASKA,,,,,,,52.06,25.29,0.27,0.65,0.37,6.05,,84.69
3/1/2022,2018,20190220,16632,3345,DEVON ENERGY PRODUCTION CO. LP,CO2,INTRASTATE,WYOMING,,,,,,,,,,,46,0.51,,46.51
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,ALABAMA,0.192,0,0,0,0,0,248.958,0,0.187,0.988,2.392,0.472,,253.189
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,GEORGIA,0,0,0,0,0,0,355.293,4.89,0.023,0.681,1.071,0.109,,362.067
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,LOUISIANA,0,0,0,0,0,0,223.056,0.837,2.887,1.941,4.905,1.311,,234.937
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,MISSISSIPPI,0,0,0,0,0,0,120.596,0,1.159,0.448,0.935,0.192,,123.33
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,NORTH CAROLINA,0.113,0,0,0,0,0,75.248,0.662,12.488,0.032,0.741,0.169,,89.453
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,SOUTH CAROLINA,0.036,0,0,0,0,0,161.254,0.832,0.316,0.54,0.448,0.618,,164.044
3/1/2022,2018,20190155,16558,3445,DIXIE PIPELINE COMPANY LLC,HVL,INTERSTATE,TEXAS,0,0,0,0,0,0,75.08,0.12,0.127,0.92,2.815,0.02,,79.082
3/1/2022,2018,20190081,16475,3527,DOW PIPELINE CO,HVL,INTRASTATE,TEXAS,101.45,,0,0,104.58,10.24,34.6,107.71,0.83,4.04,1.22,115.63,,480.3
3/1/2022,2018,20190082,16476,3535,DOW PIPELINE CO,HVL,INTRASTATE,LOUISIANA,0.05,0,0,0,0,0,61.72,42.33,56.44,0,36.89,0,,197.43
3/1/2022,2018,20190127,16527,4280,EL PASO NATURAL GAS CO,Crude Oil,INTRASTATE,CALIFORNIA,,,,,,,,,122.16,,,,,122.16
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,ILLINOIS,,,,,,,,,,,,0.627,,0.627
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TENNESSEE,,,,,,,,,,,,0.24,,0.24
3/1/2022,2018,20190421,16852,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,Crude Oil,INTERSTATE,TEXAS,,,,,,,,,,,,0.203,,0.203
