DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJST20MOREON,PARTJST20MOREOFF,PARTJST20MORETOT,PARTJSTNR20LESSON,PARTJSTR20LESSON,PARTJST20LESSOFF,PARTJST20LESSLOW,PARTJST20LESSTOT,PARTJSTNR_UNK_ON,PARTJSTR_UNK_ON,PARTJST_UNK_OFF,PARTJST_UNK_LOW,PARTJST_UNK_TOT,PARTJNSNR125MOREON,PARTJNSR125MOREON,PARTJNS125MOREOFF,PARTJNSNR125MORETOT,PARTJNSNR125LESSON,PARTJNSR125LESSON,PARTJNS125LESSOFF,PARTJNS125LESSLOW,PARTJNSNR125LESSTOT,PARTJONTOTAL,PARTJOFFTOTAL,PARTJRLSTOTAL,PARTJTOTAL
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TENNESSEE,6.57,,6.57,,,,,,,,,,,,,,,,,,,,6.57,,,6.57
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,TEXAS,1491.7,,1491.7,1.83,0,,0,1.83,0,0,,0,0,0,0,,0,0,0,,0,0,1493.53,,0,1493.53
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTERSTATE,WYOMING,550.42,,550.42,0.62,0.49,,0,1.11,0,0,,0,0,0,0,,0,0,0,,0,0,551.53,,0,551.53
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,ALABAMA,24.2,,24.2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,24.2,,0,24.2
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,CALIFORNIA,637.56,,637.56,0.75,0,,0,0.75,0,0,,0,0,0,0,,0,0,0,,0,0,638.31,,0,638.31
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,COLORADO,2.39,,2.39,,,,,,,,,,,,,,,,,,,,2.39,,,2.39
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,KANSAS,15.85,,15.85,,,,,,,,,,,,,,,,,,,,15.85,,,15.85
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,LOUISIANA,96.56,,96.56,,,,,,,,,,,,,,,,,,,,96.56,,,96.56
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MISSISSIPPI,53.83,,53.83,,,,,,,,,,,,,,,,,,,,53.83,,,53.83
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,MONTANA,4.07,,4.07,,,,,,,,,,,,,,,,,,,,4.07,,,4.07
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NEW MEXICO,130.94,,130.94,0,0,,57.34,57.34,0,0,,0,0,0,0,,0,0,0,,0,0,130.94,,57.34,188.28
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,NORTH DAKOTA,4.26,,4.26,,,,,,,,,,,,,,,,,,,,4.26,,,4.26
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,OKLAHOMA,681.87,,681.87,,,,,,,,,,,,,,,,,,,,681.87,,,681.87
3/1/2022,2018,20190331,17993,300,"PLAINS PIPELINE, L.P.",Crude Oil,INTRASTATE,TEXAS,2622.84,,2622.84,125.24,0,,85.6,210.84,0,0,,0,0,0,0,,0,0,0,,0,0,2748.08,,85.6,2833.68
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTERSTATE,MICHIGAN,72.54,,72.54,,,,,,,,,,,,,,,,,,,,72.54,,,72.54
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,CALIFORNIA,43.04,,43.04,,,,,,,,,,,,,,,,,,,,43.04,,,43.04
3/1/2022,2018,20190339,16762,300,"PLAINS PIPELINE, L.P.",HVL,INTRASTATE,TEXAS,9.15,,9.15,,,,,,,,,,,,,,,,,,,,9.15,,,9.15
3/1/2022,2018,20190340,16763,300,"PLAINS PIPELINE, L.P.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,3.72,,3.72,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,3.72,,0,3.72
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,272.7,,272.7,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,272.7,,0,272.7
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,257.9,,257.9,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,257.9,,0,257.9
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,121.3,,121.3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,121.3,,0,121.3
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,162.5,,162.5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,162.5,,0,162.5
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MINNESOTA,126.2,,126.2,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,126.2,,0,126.2
3/1/2022,2018,20190070,16463,395,AMOCO OIL CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,211.6,,211.6,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,211.6,,0,211.6
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,COLORADO,101.5,,101.5,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,101.5,,0,101.5
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,TEXAS,60.45,,60.45,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,60.45,,0,60.45
3/1/2022,2018,20190418,17232,473,ANADARKO PETROLEUM CORP,Crude Oil,INTRASTATE,WYOMING,30.5,,30.5,,,,,,,,,,,,,,,,,,,,30.5,,,30.5
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,COLORADO,11.9,,11.9,,,,,,,,,,,,,,,,,,,,11.9,,,11.9
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,TEXAS,10.85,,10.85,,,,,,,,,,,,,,,,,,,,10.85,,,10.85
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,UTAH,31.3,,31.3,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,31.3,,0,31.3
3/1/2022,2018,20190419,16850,473,ANADARKO PETROLEUM CORP,HVL,INTRASTATE,WYOMING,4,,4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,4,,0,4
3/1/2022,2018,20190092,16486,515,DAKOTA GASIFICATION COMPANY,CO2,INTERSTATE,NORTH DAKOTA,167.04,,167.04,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,167.04,,0,167.04
3/1/2022,2018,20190580,17174,879,CHEMOIL TERMINALS CORP.,Refined and/or Petroleum Product (non-HVL),INTRASTATE,CALIFORNIA,11.6,,11.6,0.32,,,,0.32,,,,,,,,,,,,,,,11.92,,,11.92
3/1/2022,2018,20190281,16699,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Crude Oil,INTERSTATE,OCS-Gulf of Mexico,,23.19,23.19,,,0,0,0,,,0,0,0,,,0,0,,,0,0,0,,23.19,0,23.19
3/1/2022,2018,20190282,16700,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",HVL,INTRASTATE,TEXAS,28.17,,28.17,0.001,0,,0,0.001,0.99,0,,0,0.99,0,0,,0,0,0,,0,0,29.161,,0,29.161
3/1/2022,2018,20190283,16701,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,0.52,,0.52,14.8,0,,0,14.8,0,0,,0,0,0,0,,0,0,0,,0,0,15.32,,0,15.32
3/1/2022,2018,20190297,16717,999,"PACIFIC COAST ENERGY COMPANY, LP",Crude Oil,INTRASTATE,CALIFORNIA,0,,0,1.7,,,,1.7,,,,,,,,,,,,,,,1.7,,,1.7
3/1/2022,2018,20190284,16702,1047,HESS CORPORATION,Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,16,,16,,,,,,,,,,,,,,,,,,,,16,,,16
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,94,,94,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,94,,0,94
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,NORTH DAKOTA,171,,171,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,171,,0,171
3/1/2022,2018,20190567,16998,1248,BELLE FOURCHE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,417,,417,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,417,,0,417
3/1/2022,2018,20190566,16997,1248,BELLE FOURCHE PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WYOMING,76,,76,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,76,,0,76
3/1/2022,2018,20190262,16679,1541,"BP PIPELINES (ALASKA), INC",Crude Oil,INTRASTATE,ALASKA,28.1,,28.1,6.3,0,,0,6.3,0,0,,0,0,0,0,,0,0,0,,0,0,34.4,,0,34.4
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,INDIANA,1.396,,1.396,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.396,,0,1.396
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTERSTATE,OHIO,1.168,,1.168,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.168,,0,1.168
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,INDIANA,1.641,,1.641,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.641,,0,1.641
3/1/2022,2018,20190414,16845,1845,"BUCKEYE PARTNERS, LP",Crude Oil,INTRASTATE,TEXAS,4.707,,4.707,3.219,0,,0,3.219,0,0,,0,0,0,0,,0,0,0,,0,0,7.926,,0,7.926
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,ILLINOIS,13.54,,13.54,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,13.54,,0,13.54
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,INDIANA,1.621,,1.621,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.621,,0,1.621
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTERSTATE,OHIO,0.928,,0.928,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0.928,,0,0.928
3/1/2022,2018,20190399,16826,1845,"BUCKEYE PARTNERS, LP",HVL,INTRASTATE,TEXAS,15.791,,15.791,0.945,0,,0,0.945,0,0,,0,0,0,0,,0,0,0,,0,0,16.736,,0,16.736
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,CONNECTICUT,70.525,,70.525,20.122,0,,0,20.122,0,0,,0,0,0,0,,0,0,0,,0,0,90.647,,0,90.647
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,FLORIDA,3.455,,3.455,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,3.455,,0,3.455
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,ILLINOIS,1032.187,,1032.187,7.899,0,,0,7.899,0,0,,0,0,0,0,,0,0,0,,0,0,1040.086,,0,1040.086
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,INDIANA,910.257,,910.257,22.336,0,,0,22.336,0,0,,0,0,0,0,,0,0,0,,0,0,932.593,,0,932.593
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,IOWA,328.091,,328.091,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,328.091,,0,328.091
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MAINE,124.244,,124.244,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,124.244,,0,124.244
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MASSACHUSETTS,14.392,,14.392,6.557,0,,0,6.557,0,0,,0,0,0,0,,0,0,0,,0,0,20.949,,0,20.949
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MICHIGAN,381.023,,381.023,11.889,0,,0,11.889,0,0,,0,0,0,0,,0,0,0,,0,0,392.912,,0,392.912
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSOURI,266.601,,266.601,16.376,0,,0,16.376,0,0,,0,0,0,0,,0,0,0,,0,0,282.977,,0,282.977
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,146.808,,146.808,2.206,0,,0,2.206,0,0,,0,0,0,0,,0,0,0,,0,0,149.014,,0,149.014
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,618.555,,618.555,15.999,2.595,,0,18.594,0,0,,0,0,0,0,,0,0,0,,0,0,637.149,,0,637.149
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,OHIO,1073.401,,1073.401,13.338,0,,0,13.338,0,0,,0,0,0,0,,0,0,0,,0,0,1086.739,,0,1086.739
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,1117.973,,1117.973,5.831,0,,0,5.831,0,0,,0,0,0,0,,0,0,0,,0,0,1123.804,,0,1123.804
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,ALABAMA,1.98,,1.98,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,1.98,,0,1.98
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,IOWA,0.073,,0.073,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0.073,,0,0.073
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,NEW JERSEY,0.234,,0.234,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0.234,,0,0.234
3/1/2022,2018,20190400,16827,1845,"BUCKEYE PARTNERS, LP",Refined and/or Petroleum Product (non-HVL),INTRASTATE,TEXAS,2.668,,2.668,4.711,0,,0,4.711,0,0,,0,0,0,0,,0,0,0,,0,0,7.379,,0,7.379
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,MONTANA,222,,222,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,222,,0,222
3/1/2022,2018,20190568,16999,1960,BUTTE PIPELINE CO,Crude Oil,INTERSTATE,WYOMING,237,,237,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,237,,0,237
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,LOUISIANA,166.11,,166.11,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,166.11,,0,166.11
3/1/2022,2018,20190080,16474,2162,DOW PIPELINE CO - CAYUSE,HVL,INTERSTATE,TEXAS,82.64,,82.64,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,82.64,,0,82.64
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MONTANA,298.74,,298.74,0,0,,,0,0,0,,,0,0,0,,0,0,0,,,0,298.74,,,298.74
3/1/2022,2018,20190569,17000,2170,CENEX PIPELINE LLC,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH DAKOTA,386.89,,386.89,,,,,,,,,,,,,,,,,,,,386.89,,,386.89
3/1/2022,2018,20190265,16682,2190,CENTRAL FLORIDA PIPELINE CORP,Refined and/or Petroleum Product (non-HVL),INTRASTATE,FLORIDA,194.51,,194.51,11.16,0,,0,11.16,0,0,,0,0,0,0,,0,0,0,,0,0,205.67,,0,205.67
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,LOUISIANA,22.232,,22.232,0,,,,0,,,,,,,,,,,,,,,22.232,,,22.232
3/1/2022,2018,20190158,16563,2387,CITGO PIPELINE CO,Crude Oil,INTERSTATE,TEXAS,41.823,,41.823,18.007,,,,18.007,,,,,,,,,,,,,,,59.83,,,59.83
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,ALABAMA,409.14,,409.14,3.61,1.05,,,4.66,0,0,,0,0,0,0,,0,0,0,,0,0,413.8,,0,413.8
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,DELAWARE,2.89,,2.89,0,1.36,,0,1.36,0,0,,0,0,0,0,,0,0,0,,0,0,4.25,,0,4.25
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,GEORGIA,1032.97,,1032.97,9.99,35.43,,0,45.42,0,0,,0,0,0,0,,0,0,0,,0,0,1078.39,,0,1078.39
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,LOUISIANA,462.02,,462.02,0,17.73,,0,17.73,0,0,,0,0,0,0,,0,0,0,,0,0,479.75,,0,479.75
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MARYLAND,243.5,,243.5,3.44,61.24,,0,64.68,0,0,,0,0,0,0,,0,0,0,,0,0,308.18,,0,308.18
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,MISSISSIPPI,462.8,,462.8,3.23,8.1,,0,11.33,0,0,,0,0,0,0,,0,0,0,,0,0,474.13,,0,474.13
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW JERSEY,147.28,,147.28,13.34,9.03,,0,22.37,0,0,,0,0,0,0,,0,0,0,,0,0,169.65,,0,169.65
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NEW YORK,5.01,,5.01,0.77,1.15,,0,1.92,0,0,,0,0,0,0,,0,0,0,,0,0,6.93,,0,6.93
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,NORTH CAROLINA,606.22,,606.22,33.66,67.61,,0,101.27,0,0,,0,0,0,0,,0,0,0,,0,0,707.49,,0,707.49
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,PENNSYLVANIA,33.64,,33.64,4.49,0.22,,0,4.71,0,0,,0,0,0,0,,0,0,0,,0,0,38.35,,0,38.35
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,SOUTH CAROLINA,277.17,,277.17,11.62,88.25,,0,99.87,0,0,,0,0,0,0,,0,0,0,,0,0,377.04,,0,377.04
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TENNESSEE,382.75,,382.75,6.75,92.39,,0,99.14,0,0,,0,0,0,0,,0,0,0,,0,0,481.89,,0,481.89
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,TEXAS,260.89,,260.89,2.94,3.04,,0,5.98,0,0,,0,0,0,0,,0,0,0,,0,0,266.87,,0,266.87
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,VIRGINIA,731.89,,731.89,13.07,47.59,,0,60.66,0,0,,0,0,0,0,,0,0,0,,0,0,792.55,,0,792.55
3/1/2022,2018,20190631,17063,2552,COLONIAL PIPELINE CO,Refined and/or Petroleum Product (non-HVL),INTERSTATE,WASHINGTON DC,0,,0,0,0.82,,0,0.82,0,0,,0,0,0,0,,0,0,0,,0,0,0.82,,0,0.82
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,PENNSYLVANIA,52.251,,52.251,0.017,0,,0,0.017,0,0,,0,0,0,0,,0,0,0,,0,0,52.268,,0,52.268
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTERSTATE,WEST VIRGINIA,18.343,,18.343,0.364,0,,0,0.364,0,0,,0,0,0,0,,0,0,0,,0,0,18.707,,0,18.707
3/1/2022,2018,20190026,16396,2714,"DOMINION ENERGY TRANSMISSION, INC.",HVL,INTRASTATE,WEST VIRGINIA,1.652,,1.652,5.962,0,,0,5.962,0,0,,0,0,0,0,,0,0,0,,0,0,7.614,,0,7.614
3/1/2022,2018,20190025,16395,2714,"DOMINION ENERGY TRANSMISSION, INC.",Refined and/or Petroleum Product (non-HVL),INTRASTATE,WEST VIRGINIA,27.239,,27.239,1.88,0,,0,1.88,0,0,,0,0,0,0,,0,0,0,,0,0,29.119,,0,29.119
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,COLORADO,10.8,,10.8,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,10.8,,0,10.8
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,UTAH,73.8,,73.8,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,73.8,,0,73.8
3/1/2022,2018,20190189,16600,2731,CHEVRON PIPE LINE CO,CO2,INTERSTATE,WYOMING,44.4,,44.4,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,44.4,,0,44.4
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,COLORADO,10.7,0,10.7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,15.7
3/1/2022,2018,20190362,17087,2731,CHEVRON PIPE LINE CO,Crude Oil,INTERSTATE,LOUISIANA,168.2,0,168.2,0,23.9,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.1,0,0,192.1
