DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,EXCAV_DAMAGES,EXCAV_ONECALL,EXCAV_LOCATING,EXCAV_EXCAV,EXCAV_OTHER,EXCAV_TICKETS,EFV_INSTALLED_CY,EFV_IN_SYSTEM,SHUTOFF_VALVE_INSTALLED_CY,SHUTOFF_VALVE_IN_SYSTEM,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
3/1/2022,2020,20211165,42604,18,"ABBYVILLE, CITY OF",PO BOX 100,ABBYVILLE,,KS,67510,P O BOX 100,ABBYVILLE,,KS,67510,Natural Gas,KS,Municipal Owned,0,0,0,3,0,0,0,0,0,0,3,0,0,0,51,1,0,0,0,0,0,52,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,0,0,3,35,0,0,51,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,52,0,0,0,52,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,51,0,0,0,0,1,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,56,0,0,0,0,,Mindy Iverson,agent,(620)286-5643,,cityofabbyville@hotmail.com,INITIAL,3/14/2021,3/14/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210380,41722,27,ABITA SPRINGS NAT GAS & WATER,PO BOX 461,ABITA SPRINGS,,LA,70420-2321,"22161 LEVEL STREET, PO BOX 461",ABITA SPRINGS,,LA,70420,Natural Gas,LA,Municipal Owned,0,0,0,26,2,0,0,0,0,0,28,0,0,0,511,435,0,0,0,0,0,946,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,28,0,0,0,28,30,0,511,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,946,0,0,0,0,946,0,0,0,0,0,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,852,66,28,946,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,,1275,28,87,0,25,,Kristin Tortorich,Director of Public Works,(985)892-0711,,Ktortorich@abitaspringsla.gov,INITIAL,2/19/2021,2/19/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211257,42710,45,"ADAIRSVILLE, CITY OF",104 TOWNPARK DRIVE,KENNESAW,,GA,30144,116 PUBLIC SQUARE,ADAIRSVILLE,,GA,30103,Natural Gas,GA,Municipal Owned,0,0,0,30.06,84.25,0,0,0,0,0,114.31,0,0,0,1,1742,0,0,0,0,0,1743,0,10.16,9.92,9.98,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.79,18.77,2.69,0,0,84.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,72.95,28.69,12.67,0,0,114.31,100,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,34,10,0,0,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1699,34,10,0,0,1743,0,0,0,0,3.44,6,9,8.98,31,54.95,0.94,114.31,4,0,0,0,47,72,356,283,671,245,65,1743,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-1.6,4,2,0,2,0,1906,61,1159,0,0,"This report prepared by :Maurice Chaney Municipal Gas Authority of Georgia 104 Town Park Dr. Kennesaw, Ga. 30144 The additional miles of main and number of services was due to the completion of a visual count during a leak survey of the entire system performed in 2020. This report was compiled from information supplied by: Dwayne Muse, Public Works Assistant Director, City of Adairsville",MAURICE CHANEY,agent,(770) 851-3094,678-819-0957,mchaney@gasauthority.com,INITIAL,3/15/2021,3/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210558,41954,49,TOWN OF ADAMSVILLE GAS DEPT,203 Sunrise Drive 231 East Main Street,Adamsville,McNairy,TN,38310,231 EAST MAIN STREET,ADAMSVILLE,,TN,38310,Natural Gas,TN,Municipal Owned,0,0,0,92.359,78.757,0,0,0,0,0,171.116,0,0,0,716,1328,0,0,0,0,0,2044,0,66.359,15,11,0,0,92.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.457,0.3,5,0,0,78.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,139.816,15.3,16,0,0,171.116,75.08,0,701,8,7,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2029,8,7,0,0,2044,126,0,0,0,0,0,0,0,0,45.141,0,171.141,1710,0,0,0,0,0,0,0,0,327,0,2037,0,0,1,0,2,0,0,0,0,0,9,4,0,18,0,0,0,0,1,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,9.23,10,4,2,2,2,814,19,649,1,4,The City of Adamsville is still having problem with there natural gas radio read transponders. The commission has voted to let us pull all business meter transponders in our system. As soon as we can receive parts this will be done.,Scott Klinck,Public Works Director,(731) 632-4214,(731) 632-1980,SKlinck@CityofAdamsville.com,INITIAL,3/1/2021,3/1/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210371,41712,54,"ADEL GAS DEPT, CITY OF",5261 Carlton Tidge Circle,Hahira,Lowdnes,GA,31632,P.O. BOX 1530,ADEL,,GA,31620,Natural Gas,GA,Municipal Owned,,,,29.28,29.11,0,0,0,0,0,58.39,,,,325,473,0,0,0,0,0,798,0,19.78,6,3.5,0,0,29.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11.79,10.32,0,0,29.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.78,17.79,13.82,0,0,58.39,100,0,322,3,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,795,3,0,0,0,798,0,0,0,0,0,15,4,4,0,6.5,28.81,58.31,0,0,0,0,0,123,181,112,183,193,6,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,1,97,0,2,Leak Survey covered in 3 years indicated the correct number of mains and services in this system.,Billy Donaldson,agent,(912)309-2402,(912)384-6119,bdonaldson01@windstream.net,INITIAL,2/19/2021,2/19/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211235,42686,180,SPIRE ALABAMA INC.,605 Richard Arrington JR BLVD North,BIRMINGHAM,,AL,35203,605 RICHARD ARRINGTON JR BLVD N,BIRMINGHAM,,AL,35203,Natural Gas,AL,Investor Owned,289.42,340.47,213.43,4523.28,5534,395.9,1.2,0,48.1,0,11345.8,35768,2216,72819,122515,297504,6,0,1024,0,0,531852,3.1,2802.2,1512.5,848,184,16.8,5366.6,0,0,1.1,0,0.1,0,1.2,0,0,0,0,0,0,0,0.2,69.7,169,123.7,16.4,16.9,395.9,0,0,0,0,0,0,0,7,3460.6,1568.2,495.3,2.9,0,5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,15.6,1.8,0,0,0,48.1,,0,0,0,0,0,0,0,41,6348.1,3252.6,1467,203.4,33.7,11345.8,124,141005,89020,1361,1499,349,84,233318,0,0,0,0,0,0,0,0,1024,0,0,0,0,1024,0,0,2,4,0,0,6,0,0,0,0,0,0,0,0,270776,25142,1511,75,0,297504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,141005,360820,26505,3014,424,84,531852,472.3,173.2,259,1644.33,1551.11,1253.38,1302.33,1839.63,1483.74,1239.88,126.9,11345.8,131695,0,0,36557,54901,53512,54972,78570,54355,61730,5560,531852,257,38,144,1,151,181,2,23,589,126,1667,184,251,647,15,35,58,21,141,0,19,55,1,0,330,79,1632,170,78,309,11,5,328,0,0.64,1815,460,697,491,167,234237,3524,166045,1,73,,Bart Mason,"Manager, Pipeline Safety",(251) 288-9616,,bart.mason@spireenergy.com,INITIAL,3/15/2021,3/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210600,42001,207,ALASKA PIPELINE CO,401 E. INTERNATIONAL AIRPORT RD,ANCHORAGE,,AK,99518,3000 SPENARD ROAD P.O. BOX 190288,ANCHORAGE,,AK,99519,Natural Gas,AK,Privately Owned,0,0,0,53.62,0,0,0,0,0,0,53.62,0,0,0,0,0,0,0,0,0,0,0,0,0.04,2.55,45.29,5.74,0,53.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.04,2.55,45.29,5.74,0,53.62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.76,1.84,2.99,2.05,0.34,0.64,0,53.62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,Rusty Allen,Compliance Engineer,(907)334-7765,,rusty.allen@enstarnaturalgas.com,INITIAL,3/2/2021,3/2/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210134,41420,225,ALBANY MUNICIPAL GAS CO,106 E Clay Street,Albany,,MO,64402,106 EAST CLAY STREET,ALBANY,,MO,64402,Natural Gas,MO,Municipal Owned,0,0,0,20,7,0,0,0,0,0,27,0,0,0,616,295,0,0,0,0,0,911,0,14,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,3.25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.75,6.25,3,0,0,27,60,0,606,9,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,7,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,894,16,0,0,0,910,0,0,0,0,17,3,1,0,1.5,4.5,0,27,0,0,0,0,596,127,30,55,35,65,2,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,476,2,52,0,4,,Steven Adams,operator,(660) 726-3935,(660) 726-5823,gas@albanymo.net,INITIAL,1/27/2021,1/27/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20211186,42625,234,ALBANY WATER GAS & LIGHT COMMISSION,104 TOWN PARK AVENUE,KENNESAW,,GA,30144,916 NORTH FRONT ST,ALBANY,,GA,31703,Natural Gas,GA,Municipal Owned,0,0,0,398.222,21.123,0,0,0,0,0,419.345,0,0,0,16755,125,0,0,0,0,0,16880,0,256.342,89.88,47,5,0,398.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.933,6.82,8.37,0,0,21.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,262.275,96.7,55.37,5,0,419.345,100,0,16629,106,18,2,0,16755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,7,1,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16746,113,19,2,0,16880,290.134,0,0,0,0,54.38,27,21,5,20.211,1.56,419.285,16753,0,0,0,0,0,0,0,0,102,25,16880,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-4.7,19,9,5,5,0,6235,25,110,0,4,"Information submitted was provided by City of Albany Gas Department. The LAUF is -4.7%, the decimal is covered by the underscored line.",Chris Welborn,Agent,(678)739-6731,,cwelborn@gasauthority.com,INITIAL,3/15/2021,3/15/2021,7100.1-1 (Rev. 10-2018)
3/1/2022,2020,20210823,42236,252,"ALEDO GAS DEPT, CITY OF",9 Executive Woods Ct,Belleville,,IL,62226,120 N COLLEGE AVE BOX 267,ALEDO,,IL,61231,Natural Gas,IL,Municipal Owned,0,0,0,30.24,3.505,0,0,0,0,0,33.745,0,0,0,1434,278,0,0,0,0,0,1712,0,19.804,10.436,0,0,0,30.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.935,0.57,0,0,0,3.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22.739,11.006,0,0,0,33.745,63.5,0,1390,44,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,5,1,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1662,49,1,0,0,1712,0,0,0,22.783,3,1,2,2,1,1.392,0.57,33.745,0,0,0,1189,216,24,80,39,69,90,5,1712,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.7,0,0,0,0,0,866,3,141,3,330,*High unaccounted percentage due to metering in November and December months. Calendar year of 2020 has decreased to now 1.3%. Also corrected manual shut off valve total after being estimated in past years.,Taylor Browne,agent,(618) 277-1520,(618) 277-1586,taylor@usdi.us,INITIAL,3/9/2021,3/9/2021,7100.1-1 (Rev. 10-2018)
