DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,PARTB_INTER_INTRA,PARTB_LOCATION_STATE_ABBR,PARTB_LOCATION_STATE_NAME,PARTB_LOCATION_COUNTY,PARTB_UNGS_FACILITY_NAME,PARTC_UNGS_RESERVOIR_NAME,PARTC_IN_SERVICE_YEAR,PARTC_RESERVOIR_TYPE,PARTC_INDICATOR_WELL_TEXT,PARTC_MAX_PRESSURE_PSIG,PARTC_RESERVOIR_MAX_DEPTH_FT,PARTC_RESERVOIR_MIN_DEPTH_FT,PARTC_NUM_INJ_WITHDRAW_WELLS,PARTC_NUM_MON_OBSV_WELLS,PARTC_NUM_WELLS_DRILLED,PARTC_NUM_WELLS_PLUG_ABANDON,PARTC_NUM_WELLS_SURF_SFTY_VALV,PARTC_NUM_WELLS_SUBS_SFTY_VALV,PARTC_NUM_WELLS_PROD_TUBE_ONLY,PARTC_NUM_WELLS_PROD_CASE_ONLY,PARTC_NUM_WELLS_CASE_AND_TUBE,PARTC_NUM_WELLS_OTHER_GASFLOW,PARTC_WELLS_OTHER_GASFLOW_DESC,PARTC_NUM_WELLS_NEW_TUBING,PARTC_NUM_WELLS_NEW_CASING,PARTC_NUM_WELLS_REMEDIATED,PARTC_NUM_WELLS_LEAKS,PARTC_NUM_WELLS_PRESS_TEST_MIT,PARTC_NUM_WELLS_CORROSION_MIT,PARTC_NUM_WELLS_OTHER_MIT,PARTC_WELLS_OTHER_MIT_DESC,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,OSCEOLA,Loreed,DUNDEE (REED CITY),1963,Hydrocarbon Reservoir,"Loreed 21-6, Gocha-Hewitt 1, L. Riggs 1",1617,3670,3510,162,48,0,0,0,0,127,77,0,0,,0,0,0,0,0,13,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,MACOMB,Muttonville,SALINA - NIAGARA,1975,Hydrocarbon Reservoir,"Charles W. Fawver etux, et al 1",1534,2865,2562,17,1,0,0,0,17,0,18,0,0,,0,0,0,0,0,0,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,KALKASKA,Rapid River 35,SALINA - NIAGARA,1980,Hydrocarbon Reservoir,State Rapid River 1-35,3552,6736,6412,8,0,0,0,0,8,1,7,0,0,,0,0,0,0,0,4,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,OSCEOLA,Reed City,MICHIGAN STRAY,1947,Hydrocarbon Reservoir,Reed City 94,633,1271,1139,120,15,0,0,0,0,9,126,0,0,,0,0,0,0,0,6,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,OTSEGO,South Chester 15,SALINA - NIAGARA,1980,Hydrocarbon Reservoir,State Chester N-1,3221,6579,5914,7,2,0,0,0,7,1,8,0,0,,0,0,0,0,0,0,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180561,561,405,ANR PIPELINE CO,Inter,MI,Michigan,MONTCALM,Winfield,MICHIGAN STRAY,1951,Hydrocarbon Reservoir,Schnick-Briggs-Olson 11,433,1153,1079,91,7,0,0,0,0,6,92,0,0,,0,0,0,0,0,22,0,,INITIAL,3/9/2018,3/9/2018
3/1/2022,2017,20180605,605,602,"ENABLE GAS TRANSMISSION, LLC",Inter,OK,Oklahoma,PONTOTOC,Ada,Upper Cromwell,1928,Hydrocarbon Reservoir,WP3,422,1600,1246,31,6,0,0,30,0,9,21,1,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180605,605,602,"ENABLE GAS TRANSMISSION, LLC",Inter,OK,Oklahoma,COAL,Chiles Dome,Wapanucka,1980,Hydrocarbon Reservoir,Arco Cody 2,1241,4251,3572,22,3,0,0,22,0,18,0,4,0,,0,0,0,0,0,0,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180605,605,602,"ENABLE GAS TRANSMISSION, LLC",Inter,LA,Louisiana,LINCOLN,Ruston,James,1969,Hydrocarbon Reservoir,O-2,1879,4796,4686,7,2,0,0,7,0,7,0,0,0,,1,0,1,1,0,1,0,,INITIAL,3/13/2018,3/13/2018
3/1/2022,2017,20180281,301,1007,"TALLGRASS INTERSTATE GAS TRANSMISSION, LLC",Inter,NE,Nebraska,CHEYENNE,Huntsman Gas Storage Field,J-Sand,1963,Hydrocarbon Reservoir,HS-26,871,4970,4930,24,33,0,0,0,9,44,13,0,0,,0,0,0,0,1,2,0,,INITIAL,2/26/2018,2/26/2018
3/1/2022,2017,20180363,863,1217,BEAR CREEK STORAGE CO,Inter,LA,Louisiana,BIENVILLE,Bear Creek,Pettit,1981,Hydrocarbon Reservoir,Loe 1,2800,7060,6676,52,21,0,0,62,50,52,0,0,0,,0,0,0,0,5,0,0,,SUPPLEMENTAL,3/1/2018,6/20/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Dixon,Devonian,1966,Aquifer Reservoir,Evans #4-H,708.7,1700,1597,15,6,0,0,15,0,1,0,14,0,,0,0,0,1,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Howesville,Devonian,1961,Aquifer Reservoir,McHenry #1,732,1732,1689,17,9,0,0,17,0,5,0,12,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Mineral City,Devonian,1972,Aquifer Reservoir,Haines #2,649,1574,1446,15,6,0,0,15,0,15,0,0,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Simpson,Devonian,1973,Aquifer Reservoir,Crays #5,608,1641,1517,18,7,0,0,18,0,9,0,9,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Switz City,Devonian,1964,Aquifer Reservoir,Haseman #4,728,1756,1646,41,8,0,0,41,0,12,0,29,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180626,626,2392,CITIZENS GAS & COKE UTILITY,Intra,IN,Indiana,GREENE,Worthington,Devonian,1961,Aquifer Reservoir,Need #3,633,1512,1392,55,28,0,0,55,0,39,0,16,0,,0,0,0,0,0,0,0,,INITIAL,3/14/2018,3/14/2018
3/1/2022,2017,20180101,943,2412,CITIZENS GAS UTIL DIST,Intra,TN,Tennessee,MORGAN,Indian Creek Storage Field,Fort Payne,2005,Hydrocarbon Reservoir,TDEC Permit # 665,750,1592,1421,37,14,0,0,37,0,0,0,0,37,Gas / Oil Combination,0,0,0,0,0,0,0,,SUPPLEMENTAL,2/13/2018,9/25/2018
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,KS,Kansas,MORTON,Boehm Gas Storage Field,G Sand,1973,Hydrocarbon Reservoir,Boehm #44,1162,4871,4758,22,9,0,0,0,0,13,6,3,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,KS,Kansas,MORTON,Boehm Gas Storage Field,Keyes,1973,Hydrocarbon Reservoir,N/A,0,4964,4804,1,3,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,BACA,Flank Gas Storage Field,Cherokee,1979,Hydrocarbon Reservoir,Flank #03,1061,4270,3992,13,18,0,0,0,0,4,7,2,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,BACA,Flank Gas Storage Field,Morrow,1979,Hydrocarbon Reservoir,Flank #68,1214,4784,4468,26,14,0,0,0,0,14,6,4,0,,0,0,0,0,0,3,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,MORGAN,Fort Morgan,"Dakota ""D""",1966,Hydrocarbon Reservoir,21,1845,5566,5475,26,6,0,0,9,2,9,15,2,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,ARAPAHOE,Latigo Gas Storage Field,"Dakota ""J"" Sand",1975,Hydrocarbon Reservoir,46,1873,6828,6632,31,12,0,0,0,0,11,5,15,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,ADAMS,Totem,J Sand,2009,Hydrocarbon Reservoir,9,2006,7312,7262,13,11,0,0,10,0,8,0,5,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180501,1644,2564,COLORADO INTERSTATE GAS CO,Inter,CO,Colorado,MORGAN,Young Gas Storage Field,"Dakota ""D""",1995,Hydrocarbon Reservoir,20,1747,6815,6666,21,14,0,1,0,0,8,5,8,0,,0,0,0,0,0,3,0,,SUPPLEMENTAL,3/7/2018,9/2/2020
3/1/2022,2017,20180625,841,2600,COLUMBIA GAS OF PENNSYLVANIA,Intra,PA,Pennsylvania,BEAVER,Blackhawk Compressor Station,Blackhawk Storage,1970,Hydrocarbon Reservoir,C-6,2000,48000,46000,7,1,0,0,8,0,7,0,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/14/2018,6/18/2018
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,BEDFORD,Artemas A,Oriskany,1972,Hydrocarbon Reservoir,4896,2059,6095,5643,17,0,0,0,0,0,0,17,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,BEDFORD,Artemas B,Oriskany,1972,Hydrocarbon Reservoir,4800,1779,4931,4774,4,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOCKING,Benton,Clinton,1936,Hydrocarbon Reservoir,8512,790,2699,1711,191,18,0,0,0,0,0,187,0,21,Liner,0,1,7,0,0,9,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,COLUMBIANA,Brinker,2nd Berea,1940,Hydrocarbon Reservoir,4466,265,962,643,115,18,0,0,0,0,1,127,1,4,Liner,0,0,0,0,0,11,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco A,Oriskany,1950,Hydrocarbon Reservoir,7197,1890,6761,4955,74,0,0,0,0,0,0,52,22,0,,0,0,1,0,0,5,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco B,Oriskany,1951,Hydrocarbon Reservoir,12075,1768,5446,5041,20,1,0,0,0,1,0,14,7,0,,0,0,1,0,0,1,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Coco C,Oriskany,1957,Hydrocarbon Reservoir,12073,1763,5556,5094,28,0,0,0,0,0,0,13,15,0,,0,0,0,0,0,1,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,FAIRFIELD,Crawford,Clinton,1977,Hydrocarbon Reservoir,10502,698,2699,2048,186,51,0,0,0,0,0,232,2,3,Liner,0,0,5,0,0,29,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,PA,Pennsylvania,WASHINGTON,Donegal,Gordon Stray,1940,Hydrocarbon Reservoir,4510,1234,2932,2329,111,6,0,0,0,0,0,110,0,7,Production casing set on packer with open hole completion,0,0,1,1,0,1,9,"Gamma-Ray-Neutron-Temperature Log, Hi-Resolution Flux Leakage (Casing Inspection) Log, Cement Bong Log",SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,SCHUYLER,Dundee,Oriskany,1940,Hydrocarbon Reservoir,120,790,2202,1671,112,19,0,0,0,0,0,131,0,0,,0,0,0,0,0,3,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,RANDOLPH,Glady,"Oriskany, Chert",1964,Hydrocarbon Reservoir,7440,1793,6930,4914,49,2,0,0,0,0,0,44,7,0,,0,0,1,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,STEUBEN,Greenwood,Oriskany,1942,Hydrocarbon Reservoir,212,1571,4839,4180,3,4,0,0,0,0,0,2,5,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,GUERNSEY,Guernsey,Oriskany,1954,Hydrocarbon Reservoir,7814,1120,3580,3114,46,0,0,0,0,0,0,43,3,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,HARDY,Hardy Inkerman,Oriskany,2007,Hydrocarbon Reservoir,9386,2330,7024,6252,8,1,0,0,0,0,0,1,7,1,Liner,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,HARDY,Hardy Lost River,Oriskany,2007,Hydrocarbon Reservoir,9303,2400,7024,6252,12,3,0,0,0,0,0,8,7,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Heard,Big Injun,1943,Hydrocarbon Reservoir,NA,0,3129,1615,18,3,0,0,0,0,0,21,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOLMES,Holmes,Clinton,1954,Hydrocarbon Reservoir,9324,1073,3502,2805,133,11,0,0,0,0,0,125,7,12,Liner,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Hunt,Oriskany,1951,Hydrocarbon Reservoir,7282,800,5386,5027,19,3,0,0,0,0,0,9,13,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,KANAWHA,Lanham,Big Lime,1950,Hydrocarbon Reservoir,7145,804,1945,1446,17,3,0,0,0,0,0,5,11,4,"Production casing and tubing ""anchors"" set on cemented packer with open hole completion",0,0,0,1,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOCKING,Laurel,Clinton,1950,Hydrocarbon Reservoir,9153,751,2542,2031,175,0,0,0,0,0,0,150,1,24,Liner,0,1,6,0,0,6,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,LORAIN,Lorain,Clinton,1948,Hydrocarbon Reservoir,8493,1126,2653,2296,57,1,0,0,0,0,0,57,0,1,Liner,0,0,1,0,0,1,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Lucas,Clinton,1936,Hydrocarbon Reservoir,8657,1160,3080,2387,420,2,0,2,0,0,0,347,5,70,Liner,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Majorsville Deep,Big Injun; Ninevah; Gordon,1937,Hydrocarbon Reservoir,NA,0,3057,1460,41,3,0,0,0,0,0,44,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Majorsville Shallow,Salt Sands,1937,Hydrocarbon Reservoir,NA,0,1890,1055,11,0,0,0,0,0,0,11,0,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,VINTON,McArthur,Clinton,1957,Hydrocarbon Reservoir,9797,890,2402,1924,98,0,2,0,0,0,0,65,0,33,Liner,0,0,2,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,MEDINA,Medina,Clinton,1958,Hydrocarbon Reservoir,10805,1153,3272,2930,66,2,0,0,0,0,1,62,0,5,Liner,0,1,1,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,NY,New York,STEUBEN,North Greenwood,Oriskany,1971,Hydrocarbon Reservoir,234,1526,4813,4747,2,0,0,0,0,0,0,1,0,1,Swage,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Pavonia,Clinton,1951,Hydrocarbon Reservoir,9095,1133,2956,2351,300,2,1,0,0,0,0,256,2,44,Liner,0,1,1,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,JACKSON,Ripley,Oriskany,1954,Hydrocarbon Reservoir,7287,1437,5184,4777,46,6,3,0,0,0,0,20,6,26,"Slotted liners, liners & ""anchors"" set on cemented packer",0,0,0,0,0,6,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,WOOD,Rockport,Oriskany,1953,Hydrocarbon Reservoir,7236,1563,5401,4855,24,2,0,1,0,0,0,10,3,13,"Slotted liners, liners & ""anchors"" set on cemented packer",0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,PRESTON,Terra Alta,Oriskany; Chert,1960,Hydrocarbon Reservoir,7396,2140,6227,4676,31,11,0,0,0,0,0,35,2,5,Cemented liners and squeeze cemented production casing packer set,0,0,2,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,PRESTON,Terra Alta South,Oriskany; Chert,1970,Hydrocarbon Reservoir,7518,2218,6582,4954,30,7,0,0,0,0,0,29,8,0,,0,0,0,0,0,0,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Victory A,Maxton; Big Injun,1953,Hydrocarbon Reservoir,4788,808,2269,1805,45,15,0,0,0,0,0,59,0,1,Liner,0,1,0,0,0,1,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,WV,West Virginia,MARSHALL,Victory B,Maxton; Big Injun,1957,Hydrocarbon Reservoir,4775,820,3071,1556,129,38,0,0,0,0,0,157,6,4,Non-cemented liners and cemented casing remnants,0,0,1,0,1,1,6,"Gamma-Ray-Neutron-Temperature Log, Hi-Resolution Flux Leakage (Casing Inspection) Log, Cement Bong Log",SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,HOLMES,Wayne,Clinton,1953,Hydrocarbon Reservoir,9263,1121,4306,2828,93,11,0,0,0,0,0,99,4,1,Liner,0,2,2,0,0,1,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
3/1/2022,2017,20180581,2464,2616,"COLUMBIA GAS TRANSMISSION, LLC",Inter,OH,Ohio,RICHLAND,Weaver,Clinton,1937,Hydrocarbon Reservoir,8655,1128,3049,2423,269,13,0,0,0,0,0,236,3,43,Liner,0,0,0,0,0,2,0,,SUPPLEMENTAL,3/12/2018,10/12/2021
